CUST_ID,GENDER,BALANCE,PURCHASES,BALANCE_FREQUENCY,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_FREQUENCY,PURCHASES_TRX,ONEOFF_PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE
C16099,,-1476.16609,0.0,1.0,1429.734958,6.0,0.0,0,0.0,0.333333,3000.0,2644.30567,492.497922,12
C15534,F,1368.906278,0.0,1.0,5809.802917,8.0,0.0,0,0.0,0.166667,6000.0,322.580506,419.059837,
C11632,M,2650.518784,503.0,1.0,0.0,0.0,0.5,6,0.083333,0.0,3000.0,1229.096798,1327.177817,12
C18908,M,23.223559,387.32,0.181818,0.0,0.0,0.166667,6,,0.0,1200.0,86.332384,162.317863,12
C17324,,613.259699,0.0,1.0,57.112427,2.0,0.0,0,0.0,0.083333,700.0,241.173093,255.32232,12
C11866,F,102.228073,1074.29,1.0,0.0,0.0,1.0,21,,0.0,5000.0,1075.317643,188.241729,12
C17452,,745.774052,0.0,1.0,1221.85443,6.0,0.0,0,0.0,0.25,5000.0,1169.235129,242.84674,12
C18383,M,995.323626,127.49,1.0,18.204577,1.0,0.25,4,0.166667,0.083333,1000.0,458.941641,491.781046,12
C14452,M,597.416499,175.4,1.0,1816.49181,2.0,0.416667,5,,0.166667,1200.0,2524.423875,201.610785,12
C13033,,32.215585,0.0,1.0,758.123122,3.0,0.0,0,0.0,0.083333,7500.0,838.652563,216.581883,12
C18547,F,110.474358,1294.42,1.0,0.0,0.0,0.916667,13,,0.0,2500.0,1399.705212,164.585216,12
C14267,F,478.787453,780.38,1.0,144.37846,1.0,0.5,12,0.416667,0.083333,1500.0,1842.23355,217.989591,12
C16615,,88.905573,537.56,0.727273,0.0,0.0,0.25,6,0.25,0.0,2500.0,563.972982,210.924256,12
C16360,F,1672.711195,0.0,1.0,442.298324,,0.0,0,0.0,0.416667,1800.0,432.121759,623.766019,12
C17879,M,0.0,30.98,0.0,0.0,0.0,0.166667,2,0.0,0.0,4000.0,63.582004,14.45821,12
C18122,F,3.164023,51.73,0.454545,0.0,0.0,416.66700000000003,5,,0.0,4000.0,77.666427,26.092644,12
C15555,,875.649126,0.0,1.0,748.125667,3.0,0.0,0,,0.166667,1200.0,860.788124,214.677868,12
C18732,,1478.079872,0.0,1.0,204.29492,5.0,0.0,0,0.0,0.333333,1500.0,383.28285,534.469973,12
C19171,,229.540018,84.0,1.0,304.951421,4.0,1.0,6,,0.333333,1000.0,124.373736,89.753056,6
C12593,F,1890.946618,0.0,1.0,4561.090005,7.0,0.0,0,,0.25,2500.0,4847.513095,507.635447,12
C15937,F,793.213204,1011.16,1.0,0.0,0.0,0.833333,19,,0.0,1000.0,842.847535,307.591569,12
C13599,,3146.619037,161.44,1.0,1293.405174,5.0,0.166667,3,0.166667,0.333333,4000.0,888.223787,746.243829,12
C11361,F,3143.23132,255.08,1.0,0.0,0.0,0.416667,11,0.166667,0.0,5500.0,734.825068,841.525188,
C10292,M,1129.33758,498.96,1.0,??,1.0,1.0,12,0.0,0.083333,1000.0,829.505486,1623.389428,12
C16366,M,8.95956,51.36,0.363636,0.0,0.0,0.333333,4,0.0,0.0,1200.0,167.260487,135.978141,12
C16466,,2578.733343,0.0,1.0,2601.723396,2.0,0.0,0,0.0,0.142857,3000.0,312.16358,356.580899,7
C16644,M,-559.750373,622.44,1.0,0.0,0.0,0.75,9,0.083333,0.0,700.0,893.494936,354.744949,12
C14495,,1496.580949,0.0,1.0,183.230915?ñ,3.0,0.0,0,0.0,0.166667,1600.0,502.200633,1223.070301,12
C15828,F,225.404563,2424.34,0.727273,0.0,0.0,0.666667,9,0.416667,0.0,7500.0,3023.04845,169.574114,12
C12195,F,132.730466,739.98,0.909091,??,0.0,0.5,6,0.0,0.0,9500.0,1167.353193,172.959558,
C14289,F,16.657046,186.32,0.363636,0.0,0.0,0.166667,??,0.083333,0.0,600.0,28.317708,55.354917,12
C14170,F,2791.930619,231.52,1.0,0.0,0.0,0.5,6,,0.0,3000.0,1828.411354,1109.449182,12
C16395,,94.106762,1063.22,0.454545,0.0,0.0,0.75,14,0.333333,0.0,7000.0,276.870232,69.559452,12
C14618,,1499.689937,159.96,1.0,??,10.0,0.25,8,0.0,0.416667,4000.0,356.317359,522.252346,12
C14921,F,49.433937,387.0,1.0,0.0,0.0,1.0,9,,0.0,3000.0,335.472854,122.280528,9
C17204,,374.631961,2961.46,1.0,0.0,0.0,0.833333,23,0.833333,0.0,1600.0,3499.936377,178.233765,12
C18016,,94.277559,2290.0,0.818182,??,0.0,0.833333,10000,0.0,0.0,4500.0,2525.565248,17.482689,12
C10697,,2144.477682,228.35,1.0,1908.662268,1.0,0.333333,7000,,0.083333,4000.0,2520.722012,507.937007,-12
C16911,,179.357206,497.15,1.0,0.0,0.0,0.416667,6,0.416667,0.0,1200.0,291.121154,180.093054,-12
C16216,,2660.23788,0.0,1.0,1646.928989,10.0,0.0,0,0.0,,3000.0,499.241223,1272.079422,12
C17589,,61.253237,377.86,1.0,0.0,0.0,1.0,24,0.166667,0.0,2700.0,347.206621,177.060952,12
C17246,F,189.463475,0.0,1.0,662.790719,3.0,0.0,0,,0.166667,500.0,1082.344709,132.396963,12
C12504,M,1128.717636,55.69,1.0,56.453676,1.0,0.083333,3,,0.083333,1200.0,266.286419,544.723121,12
C17672,M,965.88461,1.0,1.0,561.024098,2.0,0.083333,1000,,0.166667,1200.0,751.960548,261.891219,12
C12896,M,1738.802811,395.0,1.0,0.0,0.0,0.166667,2,0.166667,0.0,6000.0,566.494736,457.010558,12
C13309,F,1760.407415,0.0,1.0,364.974098,1.0,0.0,0,0.0,0.083333,3500.0,1868.315118,593.24323,12
C16843,M,63.524092,145.7,1.0,493.123696,1.0,0.090909,2,0.090909,0.090909,1500.0,607.546663,76.750324,??
C12163,,634.521032,0.0,0.666667,1176.86169,4.0,0.0,0,,0.333333,1200.0,80.190719,199.745472,6
C18986,M,16.428326,441.5,0.909091,0.0,0.0,1.0,14,0.166667,0.0,1000.0,482.547848,91.328536,
C16966,,114.806604,675.0,1.0,0.0,0.0,0.666667,12,,0.0,1000.0,671.28341,211.872834,12
C17829,F,467.439275,0.0,1.0,938.573177,6.0,0.0,0,,0.333333,800.0,581.994796,??,
C18401,,1606.875936,1863.48,1.0,0.0,0.0,0.666667,20,,0.0,6500.0,698.65014,328.146908,12
C14166,,70.963378,759.73,1.0,0.0,0.0,1.0,25,,0.0,7800.0,691.394748,181.926756,12
C17872,F,1587.706693,450.0,1.0,270.92481,4.0,0.5,6,,,1800.0,600.299728,1032.599236,12
C16387,M,635.358243,250.0,0.4,0.0,0.0,0.1,1,,0.0,8000.0,4995.053024,284.70693,10
C10484,M,4458.055159,0.0,1.0,2806.959645,18.0,0.0,0,0.0,0.583333,7500.0,1088.755323,1189.693931,12
C13765,F,5.006737,100.3,1.0,0.0,0.0,0.083333,1,0.083333,0.0,5000.0,188.823702,16.853858,12
C16458,,45.000015,540.0,1.0,0.0?ñ,0.0,1.0,24,,0.0,7000.0,675.065652,193.588238,12
C16646,,2663.506152,0.0,1.0,181.289985,1.0,0.0,0,0.0,0.083333,3200.0,705.964088,957.582069,12
C18889,F,587.625834,0.0,0.727273,1056.036609,2.0,0.0,0,0.0,0.166667,1200.0,1209.43408,186.99955,-12
C14650,,32.229139,145.85,0.727273,0.0,0.0,0.583333,7,,0.0,1000.0,263.681773,130.725349,12
C17628,M,543.815182,0.0,1.0,45.475577,1.0,0.0,0,,0.083333,3000.0,593.946163,261.125552,12
C18465,M,12.090835,0.0,1000.0,39.158589,1.0,0.0,0,0.0,0.083333,1000.0,50.46639,51.162505,12
C14356,,1116.944017,182.64,1.0,109.600359,1.0,0.333333,4,,0.083333,1500.0,304.822958,347.685591,12
C10963,F,851.278168,0.0,727.2729999999999,2037.036785,3.0,0.0,0,,0.166667,3000.0,4998.620598,282.771821,12
C10349,,16.93339,174.42,0.454545,0.0,0.0,0.333333,5,,0.0,2500.0,347.08638,149.301101,12
C15004,,8.799432,1591.48,0.454545,0.0,0.0,0.833333,23,,0.0,2000.0,1496.045221,72.016021,12
C18307,,1377.230621,0.0,1.0,1064.960986,4.0,0.0,0,,0.25,2500.0,343.961283,428.134666,12
C12610,,95.853493,796.9,0.545455,0.0,0.0,0.75,9,0.0,0.0,1950.0,1475.770687,160.568063,12
C18376,F,5.606423,114.0,0.090909,0.0,0.0,0.083333,2,,0.0,4000.0,434.803301,57.299031,12
C15265,F,2106.417286,2151.93,1.0,0.0,0.0,0.833333,21,0.5,,4200.0,2190.962493,601.921408,12
C13895,,0.000199,0.01,0.090909,0.0,0.0,0.083333,1,0.083333,0.0,4000.0,0.056466,0.05588,12
C10798,F,1955.179305,503.45,1.0,0.0,0.0,0.083333,1,0.083333,0.0,10500.0,685.660178,495.65428,12
C17787,,252.174753,411.01,1000.0,0.0,0.0,0.833333,28,0.833333,0.0,1000.0,459.467285,188.121403,12
C17388,F,2613.063331,0.0,1.0,1695.629234,18000.0,0.0,0,,0.75,3000.0,710.063755,732.747143?ñ,12
C12026,M,760.925748,360.0,1.0,3180.893742,4.0,1.0,9,,0.222222,5000.0,2312.470872,288.48652,9
C13969,,933.278656,182.55,1.0,2304.727023,7.0,0.25,3,0.0,0.416667,2500.0,1755.16459,248.144048,12
C18801,F,2199.65234,0.0,1.0,2476.783665,8.0,0.0,0,0.0,0.428571,2500.0,275.699225,450.229656,7
C13403,F,50.582235,428.0,0.909091,0.0,0.0,0.5,7,,0.0,1700.0,541.419745,139.585651,12
C17028,,15.491884,84.0,0.272727,0.0,0.0,0.166667,4?ñ,0.0,0.0,5000.0,178.18272,55.922251,12
C18702,,28.244252,320.0,0.545455,0.0,0.0,0.5,6,0.0,0.0,1000.0,551.233491,153.094069,12
C18082,,183.28584,23.75,1.0,64.006247,,0.083333,1,0.083333,0.083333,500.0,584.679478,139.651483,12
C14280,F,123.632161,506.0,1.0,0.0,0.0,1000.0,14,0.166667,0.0,6000.0,662.272892,184.935623,12
C16898,,234.16953,819.15,0.727273,0.0,,0.25,6,0.166667,0.0,5000.0,1077.230161,179.963067,12
C14284,,715.64147,0.0,0.727273,1349.479114,6.0,0.0,0,,0.25,1500.0,1967.176481,234.068674,12
C12818,M,358.011796,0.0,0.545455,1795.200197,1.0,0.0,0,0.0,0.083333,1950.0,4702.661168,501.485565,12
C18191,F,151.467852,1554.52,0.75,231.721336,1.0,0.75,27,0.75,0.125,1000.0,2224.113144,136.729435,8
C13382,F,423.629272,2485.54,1.0,0.0,0.0,0.75,10000,,0.0,4500.0,2590.141003,180.488982,
C15114,F,2067.148279,792.68,1.0,446.493825,7.0,0.583333,21,0.25,0.333333,3500.0,697.332323,611.827896,12
C14670,,7.106669,27.98,0.333333,0.0,0.0,0.111111,1,0.111111,0.0,2500.0,57.785065,154.349034,9
C15840,,337.269093,0.0,1.0,149.696598,1.0,0.0,0,0.0,0.083333,1200.0,482.296401,191.122638,12
C12588,M,366.441008,0.0,0.636364,2838.753109,3.0,0.0,0,0.0,0.083333,3000.0,4634.133777,476.217118,12
C14831,,158.634812,1765.38,0.909091,0.0,0.0,0.666667,24,0.083333,0.0,9500.0,1661.464986,135.26688?ñ,12
C10993,,1493.440295,0.0,1.0,77.328556,3.0,0.0,0,,0.25,1600.0,455.872747,430.722903,12
C14386,,75.11232,0.0,1.0,293.856915,1.0,0.0,0,0.0,0.083333,7000.0,375.642608,96.03536,12
C15721,,1727.516892,624.46,1.0,0.0,,0.333333,9,,0.0,1800.0,925.227009,865.078504,12
C15610,,810.089776,1428.89,0.909091,0.0,0.0,0.181818,11,0.181818,0.0,2500.0,1576.842421,395.761881,11
C18927,M,458.403218,0.0,0.727273,2249.627477,6.0,0.0,0,0.0,0.272727,1200.0,2611.270088,146.033981,11
C13006,,1182.045732,130.0,1.0,0.0,0.0,0.416667,5,0.166667,0.0,1200.0,279.439759,293.907914,12
C17320,,1536.477562,4258.57,1.0,0.0,0.0,0.916667,30,0.416667,0.0,5000.0,2660.323704,436.998853,12
C15293,,50.853021,428.75,1.0,0.0,0.0,1000.0,18,,0.0,8000.0,319.919021,107.187821,12
C14759,,244.653051,1181.03,1.0,0.0,0.0,0.666667,15,,0.0,4500.0,1047.448996,181.476998,12
C11603,,3608.548972,1664.02,0.9,3899.963528,5.0,0.5,15,,0.3,5000.0,1043.772722,1488.313908,10
C16304,,778.393346,1854.3,1000.0,0.0,0.0,1.0,26,,0.0,1200.0,844.459124,717.606248,12
C15752,M,1737.967907,249.0,1.0,1669.386699,12.0,0.083333,2,,0.416667,2500.0,1543.486682,374.993899,12
C12009,,1009.062757,702.4,1.0,0.0,0.0,1.0,28,0.25,0.0,7500.0,1184.723606,245.887258,12
C12878,F,58.142915,0.0,0.4,151.730077,1.0,0.0,0,,0.1,1200.0,79.965023,136.403124,10
C16410,,1155.9765,0.0,1.0,1115.92003,2.0,0.0,0,,0.166667,1500.0,1298.142663,443.370345,12
C16725,M,151.704474,0.0,1.0,87.794993,2000.0,0.0,0,,0.166667,150.0,316.324154,277.040895,12
C18363,M,1179.613243,0.0,1.0,73.629879,1.0,0.0,0,0.0,0.083333,1200.0,352.44958,281.679401,
C18556,,801.688726,325.92,1.0,0.0,0.0,1.0,12,0.0,0.0,1000.0,484.790462,224.451595,12
C14305,F,53.989299,469.14,0.857143,0.0,0.0,0.857143,6,0.0,0.0,1500.0,446.737399,??,7
C10138,F,24.28497,250.6,0.636364,0.0,0.0,0.583333,7,0.0,0.0,3000.0,319.762903,173.632006,12
C13774,M,49.789963,700.0,1.0,0.0,0.0,1.0,10,,,1000.0,658.47788,160.909873,10
C10028,F,125.694817,233.28,1.0,0.0,0.0,1.0,12,,0.0,1000.0,207.773715,164.748819,12
C18615,,64.907748,547.28,0.727273,0.0,0.0,0.333333,4,0.083333,0.0,2500.0,1095.179494,126.509061,12
C12650,,-1072.257388,0.0,1.0,39.265903,1.0,0.0,0,,0.083333,1200.0,286.46296,263.950897,12?ñ
C13418,,173.329004,72.0,1.0,0.0,0.0,0.166667,4,0.0,0.0,8050.0,191.693568,189.060724,12
C13623,,1283.032349,0.0,1.0,75.783817,2.0,0.0,0,,0.166667,1500.0,398.772365,749.765219,12
C17934,,864.410501,0.0,0.9,1914.752895,1.0,0.0,0,0.0,0.1,2500.0,2290.455361,178.028403,10
C18902,,1112.915657,13.0,1.0,256.944059,5.0,0.083333,1,0.083333,0.25,1500.0,396.056561,308.356999,12
C16096,,116.418751,1176.0,1.0,0.0,0.0,1.0,12,,0.0,2150.0,1083.783994,1364.816672,12
C16175,F,701.345445,70.98,1.0,0.0,0.0,0.166667,2,,0.0,1000.0,379.261644,260.465386,12
C11652,M,694.202818,0.0,0.818182,1087.082047,3.0,0.0,0,,0.166667,1200.0,1721.925721,239.868958,12
C12805,M,1527.905897,0.0,1.0,2918.216386,4.0,0.0,0,,0.333333,6500.0,337.499565,337.86934,12
C16894,M,63.047104,766.56,1.0,0.0,0.0,0.833333,11,0.083333,0.0,2900.0,777.890206,153.058328,12
C15285,M,3987.467435,146.53,1000.0,2665.355738,8.0,0.416667,6,0.083333,0.5,6000.0,1316.698331,1252.705624,12
C12981,,6980.228444,4400.0,1.0,913.382295,1.0,0.333333,5,0.083333,0.083333,10000.0,1530.593874,1596.221236,-12
C14185,M,7347.355967,0.0,1.0,3726.752857,5.0,0.0,0,,0.25,11500.0,2367.28451,1863.527533,12
C12296,M,619.974954,1219.39,1.0,4473.3497,8.0,0.666667,8,,0.25,2000.0,4115.217914,382.658882,12
C18010,,972.604156,0.0,1.0,803.573286,2.0,0.0,0,,0.166667,1200.0,751.50856,230.564527,12
C18639,,32.092521,573.02,0.909091,0.0,0.0,833.333,10,0.0,0.0,2000.0,560.142443,128.36766,12
C18937,,1572.332442,0.0,0.666667,3230.173371,3.0,0.0,0,0.0,0.166667,4500.0,1022.035785,328.52876,6
C18203,,3542.074874,884.98,1.0,4547.294728,5.0,1.0,14,,0.5,5000.0,958.998587,1081.645567,6
C11994,F,1719.310566,0.0,1.0,259.91508,2.0,0.0,0,0.0,0.166667,1950.0,458.841298,601.121867,12
C10311,M,3621.70204,674.73,1.0,1684.957411,8.0,0.25,12,,,4000.0,1139.058595,1403.477006,12
C11824,,144.346693,1976.32,1.0,0.0,0.0,1.0,28,,0.0,4500.0,1828.116915,166.497851,12
C14351,F,-1117.00354,240.0,1.0,0.0,0.0,0.166667,9,0.166667,0.0,1200.0,366.532467,1020.099462,12
C19046,M,25.679113,379.0,0.9,0.0,0.0,0.9,9,0.0,0.0,1000.0,354.062545,135.039818,10
C15315,,943.584041,103.0,0.875,0.0,0.0,0.125,1,0.125,0.0,1000.0,215.325023,410.484825,8
C18200,M,691.466157,549.96,1.0,0.0,0.0,1.0,12,0.0,0.0,1000.0,316.191025,165.251013,12
C10043,,784.889762,1526.59,0.909091,2188.419607,11.0,0.583333,27,,,3000.0,1262.309666,363.142736,12
C17196,F,89.567592,990.73,0.545455,0.0,0.0,0.25,9,0.25,0.0,4000.0,2626.23328,102.594438,12
C13620,,536.104848,8591.31,1.0,0.0,0.0,0.916667,14,0.666667,0.0,1000.0,8390.497243,659.502436,12
C11792,,103.629108,1106.62,1.0,0.0,0.0,1.0,25,0.416667,0.0,6000.0,1343.893653,159.496615,12
C13441,,1440.568286,0.0,1.0,56.461898,2.0,0.0,0,,0.166667,1500.0,474.645124,548.86868,12
C13585,,24.635116,205.92,1.0,0.0,0.0,1.0,9,,0.0,1500.0,189.085208,117.723479,9
C18151,F,1333.252963,0.0,1.0,408.108731,10.0,0.0,0?ñ,0.0,0.272727,4000.0,627.520326,325.729395,11
C15408,,909.846336,590.0,0.875,1557.373205,5.0,0.375,5,0.375,0.25,2500.0,750.556869,181.398536,8
C16597,M,1959.35945,0.0,1.0,2757.579869,6.0,0.0,0,,0.5,4000.0,1542.366508,460.734661,12
C18497,M,2075.870968,0.0,1.0,996.279137,2.0,0.0,0,0.0,0.166667,2500.0,482.259939,543.579985,12
C15381,F,264.869295,940.0,1.0,0.0,0.0,166.667,2,0.166667,0.0,6000.0,753.034035,179.692509,12
C17392,M,147.571435,0.0,0.5,2200.173071,2000.0,0.0,??,,0.2,1200.0,2763.958077,62.025196?ñ,10
C12306,F,1475.871356,826.77,1.0,0.0,0.0,1.0,18,1.0,0.0,1500.0,1182.627097,1332.067827,12
C12369,M,1475.973063,181.63,1.0,2252.747969,17.0,0.916667,13,0.916667,0.5,1800.0,2588.459613,960.647101,12
C11240,M,77.273142,963.61,0.818182,0.0,0.0,0.833333,14,0.0,,3500.0,1218.480845,162.680718,12
C13254,M,2011.929899,208.5,1.0,0.0,0.0,0.25,3,,0.0,7000.0,517.558081,1109.232571,12
C13188,,380.351858,1216.21,0.909091,145.058195,1.0,0.166667,9,,0.083333,3000.0,1605.939594,135.474623,12
C15384,,2292.952733,0.0,1.0,523.015459,2.0,0.0,0,,0.166667,2500.0,976.79165,724.561182,12
C18370,M,2495.25505,89.9,0.909091,5290.393032,13.0,0.090909,1,0.090909,,6000.0,582.339752,640.013396?ñ,11
C14912,,227.184126,50.0,0.272727,947.140065,2000.0,0.083333,1,0.083333,0.166667,5500.0,2074.177677,162.04957,12
C17768,,992.724168,527.88,1.0,1677.055839,2.0,1.0,12,0.0,0.166667,2000.0,2997.714455,373.079303,12
C14215,M,822.755885,531.14,1.0,0.0,0.0,1.0,10,,0.0,3000.0,267.707871,117.131173,7
C17121,M,1062.485488,0.0,1.0,1356.070364,2.0,0.0,0,0.0,0.166667,6500.0,3602.698387,299.351881,12
C15984,,1114.38403,1956.43,1.0,521.664369,3.0,0.583333,18,,0.083333,1800.0,836.108453,1238.531629,12
C18584,M,21.462595,193.4,0.727273,0.0,0.0,0.666667,8,,0.0,2500.0,264.851292,154.489371,12
C14125,M,137.864267,237.24,0.272727,1113.534935,2.0,1.0,12,0.0,0.083333,1200.0,1232.901419,109.853069,12
C13782,,35.460649,378.58,0.909091,0.0,0.0,0.083333,2,,0.0,2000.0,388.874728,47.739871,12
C14364,M,59.35799,608.8,0.454545,0.0,0.0,0.333333,6,,0.0,6000.0,1531.142227,133.914917,12
C16465,,4217.472407,7311.99,1.0,0.0,0.0,0.5,11,,0.0,6700.0,2773.245445,1960.522407,12
C11839,,3.122949,0.0,0.545455,317.505521,2.0,0.0,0,0.0,0.166667,2500.0,559.499889,56.150133?ñ,12
C15379,F,805.368458,0.0,1.0,1257.626787,7.0,0.0,0,,0.333333,1000.0,1515.789235,201.815134,12
C17098,M,2702.523396,229.25,1.0,4214.846529,8.0,0.583333,7,0.0,0.25,7500.0,1563.077507,643.744567,12
C18053,F,2900.907214,1189.36,1.0,1572.492719,7.0,0.666667,20,0.333333,0.333333,6500.0,962.792486,1226.820327,12
C18128,,1075.185409,398.53,1.0,0.0?ñ,0.0,0.916667,12,,0.0,1000.0,579.034578,1205.387032,12
C15962,,1922.172543,0.0,1.0,1810.839188,5.0,0.0,0,0.0,0.166667,2000.0,481.087934,655.365553,12
C15907,M,0.892901,492.0,0.363636,0.0,0.0,1.0,24,0.0,,7500.0,450.655804,19.582178,12
C10331,F,4732.37354,14.95,1.0,2173.356068,11.0,0.083333,1,,0.416667,5700.0,1289.284068,1172.289863,12
C14649,F,-4251.411617,0.0,1.0,2318.967259,1.0,0.0,0,,0.083333,5000.0,1428.511775,1322.626868,12
C16254,F,42.443032,0.0,0.272727,433.039278?ñ,1.0,0.0,0,,0.083333,2400.0,655.942526,26.057675,12
C15312,F,114.361988,2141.32,0.727273,0.0,0.0,0.666667,13,,0.0,6500.0,3361.500799,47.676403,12
C14546,M,158.919439,0.0,1.0,787.758817,3.0,0.0,0,,0.25,4400.0,554.846112,173.790575,12
C11939,M,989.993863,0.0,0.909091,1110.807913,7.0,0.0,0,0.0,0.181818,1200.0,240.088742,283.359039,11
C12404,M,325.024091,2251.62,1.0,141.021854,1.0,0.916667,20,,0.083333,9500.0,2258.1657,169.123707,12
C11649,,2714.595164,666.1,1.0,296.922557,1.0,0.916667,18,,0.083333,8500.0,2055.474721,661.183131,12
C13339,,1963.239125,67.55,1.0,1935.971876,6.0,0.25,3,0.0,0.333333,2500.0,459.929854,543.168888,12
C18839,,2.892853,52.68,0.181818,0.0,0.0,0.166667,2,,0.0,500.0,290.072441,124.724211,12
C12567,F,112.01046,229.0,1.0,0.0,0.0,0.181818,4,,0.0,150.0,119.62682,252.515849,11
C14437,,2286.673155,0.0,0.818182,2617.930904,2.0,0.0,0,,0.083333,3000.0,602.563865,648.459886,12
C15817,,16.646768,135.28,0.818182,0.0,0.0,0.5,6000,,0.0,4000.0,212.020939,142.655139,12
C12540,,1203.464556,440.0,1.0,1472.061257,3.0,0.333333,4,0.0,0.083333,3000.0,584.787421,267.430198,12
C12552,,1031.936983,2308.0,0.727273,0.0,0.0,0.416667,9,0.083333,0.0,3000.0,245.914697,564.472958,12
C16207,,1779.435899,0.0,1.0,2131.824562,4.0,0.0,0,0.0,0.333333,2000.0,2563.051966,515.702583,
C15773,F,9.052765,172.0,0.272727,0.0,0.0,0.166667,2,0.166667,0.0,6000.0,179.644191,118.316999,12
C13822,,1751.368315,0.0,1.0,2811.456765,12.0,0.0,0,0.0,0.333333,6000.0,3898.309616,619.053896,12
C15633,M,842.600625,0.0,0.909091,679.67338,7.0,0.0,0,,0.333333,1200.0,1901.27932,324.801824,12
C12445,M,19.112841,504.2,1.0,0.0,0.0,1.0,20,0.0,0.0,1000.0,476.370018,130.862225,12
C10927,M,3066.86081,84.65,1.0,0.0,0.0,0.75,9,,0.0,8000.0,922.962087,711.596731,12
C10070,,1576.305029,0.0,1.0,382.908547,6.0,0.0,0,,0.416667,2500.0,540.022225,352.883804,12
C10422,,1874.843394,0.0,1.0,120.178123?ñ,1.0,0.0,0,,0.083333,2100.0,444.783009,??,12
C14418,,84.377933,270.0,1.0,0.0,0.0,1.0,12,,0.0,1200.0,308.698498,175.78115,12
C10396,F,1.838084,16.5,0.272727,0.0,0.0,0.083333,1,,0.0,6000.0,57.595083,67.1925,??
C18251,,1378.110585,0.0,1.0,192.997392,1.0,0.0,0,,0.083333,2500.0,2673.832747,675.477318,12
C17248,,1752.637427,0.0,1.0,1770.461427,1.0,0.0,0,,0.083333,3000.0,859.631936,396.466646,12
C17495,M,978.771066,905.04,1.0,0.0,0.0,0.666667,20,0.166667,0.0,4000.0,392.482391,315.469998,??
C14214,,295.374207,0.0,0.909091,2032.983385,4.0,0.0,0,,0.25,1200.0,2781.869782,174.631958,-12
C17374,F,676.221211,125.0,1.0,0.0,0.0,0.454545,5,0.0,0.0,1000.0,340.888872,204.474576,11
C17994,,858.880154,65.0,1.0,1054.41113,6000.0,0.083333,1,,0.416667,3000.0,1288.141804,207.770998,12
C11676,M,1563.747179,801.46,1.0,1029.987801,2.0,0.583333,17,0.583333,0.166667,4000.0,2282.161389,532.846119,12
C15166,,662.691336,0.0,1.0,967.59402,4.0,0.0,0,,0.166667,1200.0,107.916464,291.705634,12
C18415,F,737.775044,107.94,1.0,2723.362442,14.0,0.166667,1,,0.5,1500.0,1484.746502,184.381222,6
C10854,,1392.773202,221.61,1.0,0.0,0.0,0.666667,8,0.666667,0.0,1700.0,369.345758,294.377252,12
C19008,,116.581583,1045.14,0.818182,0.0,0.0,0.727273,17,0.181818,0.0,9000.0,1258.396242,144.115556,11
C17294,,831.835714,750.02,0.875,477.128277,7.0,0.75,13,,0.25,1200.0,215.867749,171.272347,8
C18656,,28.697141,360.0,1.0,0.0,0.0,1000.0,12,,0.0,2000.0,352.353973,95.559258,12
C11401,,920.872172,296.64,0.888889,944.088231,3.0,0.555556,5,,0.111111,1200.0,119.369967,535.455159,9
C14306,M,151.787402,1234.32,0.363636,0.0,0.0,0.083333,??,0.083333,0.0,10000.0,2837.676536,110.578379,12
C12249,F,2494.774127,250.0,1.0,2804.350229,7.0,0.083333,1,0.083333,0.333333,3000.0,864.527484,867.201399,12
C12959,,1175.749847,848.26,1.0,1032.462268,2.0,0.916667,12,0.083333,0.083333,1200.0,2117.531771,838.137478,12
C12013,M,3666.676179,0.0,1.0,2461.891684,19.0,0.0,0,,0.583333,4000.0,674.881553,1362.230185,12
C17971,,771.773362,750.0,1.0,0.0,0.0,0.333333,5,0.083333,0.0,4000.0,204.167996,260.332459,12
C16102,,2813.134224,8834.96,0.818182,0.0,0.0,0.75,24,,0.0,7000.0,3788.138204,739.344097,12
C18790,F,11.056609,334.85,0.454545,0.0,0.0,0.583333,7000,,0.0,3000.0,524.05706,133.229958,12
C18686,,1093.522518,577.12,1.0,0.0,0.0,0.916667,14,0.0,0.0,1050.0,854.405712,1405.770584,12
C16635,M,3173.141048,895.92,1.0,0.0,0.0,1.0,12,0.0,0.0,4500.0,723.653473,749.728054,12
C12710,M,542.807485,220.62,1.0,0.0,0.0,0.166667,3,0.166667,0.0,2000.0,608.782428,166.733071,12
C16801,F,1441.591027,222.44,1.0,0.0,0.0,0.666667,8,,0.0,1500.0,622.574342,828.47697,12
C15287,M,1630.991993,578.9,1000.0,145.230653,1.0,0.666667,20,,0.083333,2500.0,574.051951,940.119465,12
C18864,F,221.29129,1429.54,1.0,0.0,0.0,0.916667,24,0.5,0.0,700.0,1277.898622,149.825296,12
C11550,F,432.385707,2171.86,1.0,138.67751,1.0,0.833333,20,,,1200.0,1980.281176,195.203093,12
C12555,,1589.449271,255.75,1.0,0.0,0.0,0.333333,5,0.166667,0.0,3500.0,599.044421,586.693702,12
C12444,,6.121105,233.9,0.571429,0.0,0.0,0.428571,5,0.428571,0.0,10500.0,33.010201,53.9438,7
C16315,F,1299.904896,0.0,0.888889,4907.783225,6.0,0.0,0,0.0,0.444444,2500.0,3710.009991,303.089369,??
